T(K) p(Pa) phi Tf(K) SL(m/s) Xf(m) maxXCH mpXCH intXCH maxSM mpSM intSM maxCM mpCM intCM
300 911925 1.650000e+00 2.182195e+03 7.444967e-01 4.215000e-05 1.346504e-06 1.128098e-06 2.836271e-11 1.015448e+14 8.256873e+13 2.137911e+09 3.095554e+13 2.517073e+13 6.517335e+08 
300 911925 1.700000e+00 2.156898e+03 7.150309e-01 4.942000e-05 1.367536e-06 9.791073e-07 3.126494e-11 1.011925e+14 9.010796e+13 2.246250e+09 3.084828e+13 2.746918e+13 6.847637e+08 
300 911925 1.750000e+00 2.134565e+03 6.812751e-01 4.845000e-05 1.346613e-06 1.078286e-06 3.271900e-11 9.803587e+13 7.608412e+13 2.377488e+09 2.988613e+13 2.319414e+13 7.247742e+08 
300 911925 1.800000e+00 2.110170e+03 6.385147e-01 5.523000e-05 1.266246e-06 9.142281e-07 3.380162e-11 9.071518e+13 6.405067e+13 2.415044e+09 2.765455e+13 1.952584e+13 7.362264e+08 



300 1215900 5.000000e-01 1.654887e+03 5.041335e-02 6.639000e-05 6.815182e-11 6.208109e-11 2.252868e-15 1.419788e+10 1.262439e+10 4.689644e+05 4.327562e+09 3.847960e+09 1.429419e+05 
300 1215900 5.500000e-01 1.755917e+03 8.529937e-02 5.362000e-05 3.398376e-10 2.979959e-10 8.822365e-15 6.421206e+10 5.974347e+10 1.653939e+06 1.957253e+10 1.821046e+10 5.041381e+05 
300 1215900 6.000000e-01 1.844057e+03 1.209332e-01 4.341000e-05 1.008017e-09 9.367911e-10 2.224478e-14 1.769378e+11 1.620797e+11 3.898416e+06 5.393348e+10 4.940453e+10 1.188300e+06 
300 1215900 6.500000e-01 1.929015e+03 1.567099e-01 3.831000e-05 2.445911e-09 2.225567e-09 4.783994e-14 4.008963e+11 3.581961e+11 7.824431e+06 1.222015e+11 1.091856e+11 2.385048e+06 
300 1215900 7.000000e-01 2.023251e+03 2.049363e-01 3.490000e-05 5.763675e-09 5.128203e-09 1.013059e-13 8.721318e+11 7.587631e+11 1.528425e+07 2.658486e+11 2.312910e+11 4.659038e+06 
300 1215900 7.500000e-01 2.109820e+03 2.532004e-01 3.065000e-05 1.158310e-08 1.106637e-08 1.856344e-13 1.633111e+12 1.531954e+12 2.613873e+07 4.978227e+11 4.669870e+11 7.967892e+06 
300 1215900 8.000000e-01 2.189624e+03 3.011940e-01 2.851000e-05 2.097988e-08 2.001319e-08 3.144145e-13 2.770528e+12 2.600551e+12 4.152702e+07 8.445537e+11 7.927390e+11 1.265889e+07 
300 1215900 8.500000e-01 2.260323e+03 3.471240e-01 2.936000e-05 3.425122e-08 3.028475e-08 4.944426e-13 4.272525e+12 4.131130e+12 6.059917e+07 1.302430e+12 1.259327e+12 1.847295e+07 
300 1215900 9.000000e-01 2.325346e+03 3.935715e-01 2.681000e-05 5.419613e-08 5.103718e-08 7.449774e-13 6.407094e+12 5.919173e+12 8.804738e+07 1.953149e+12 1.804411e+12 2.684051e+07 
300 1215900 9.500000e-01 2.378687e+03 4.379549e-01 2.724000e-05 8.055477e-08 7.272687e-08 1.081629e-12 9.061403e+12 8.896106e+12 1.191286e+08 2.762320e+12 2.711930e+12 3.631572e+07 
300 1215900 1.000000e+00 2.419667e+03 4.791642e-01 2.383000e-05 1.147259e-07 1.116007e-07 1.477443e-12 1.233536e+13 1.183393e+13 1.592936e+08 3.760400e+12 3.607541e+12 4.856022e+07 
300 1215900 1.050000e+00 2.445301e+03 5.195132e-01 2.383000e-05 1.604810e-07 1.546402e-07 2.041093e-12 1.651465e+13 1.564526e+13 2.102979e+08 5.034487e+12 4.769455e+12 6.410926e+07 
300 1215900 1.100000e+00 2.450041e+03 5.563239e-01 2.383000e-05 2.161786e-07 2.088540e-07 2.727097e-12 2.134090e+13 2.029216e+13 2.696805e+08 6.505819e+12 6.186107e+12 8.221267e+07 
