X(mm)  p(Pa)  T(K)  X_N2_  X_H_  X_O2_  X_OH_  X_H2_  X_H2O_  X_CO_  X_CO2_  X_CH4_  X_CH2O_  X_C2H6_  X_CH_  X_C3H8_
5.090000e+01  1.013250e+05  2.237069e+03  6.942980e-01  5.458964e-03  1.789851e-02  1.156884e-02  1.253108e-02  1.634521e-01  2.768945e-02  6.391997e-02  1.344261e-13  1.265856e-10  1.494434e-19  2.472180e-14  2.123785e-23
5.109180e+01  1.013250e+05  2.261403e+03  6.953189e-01  4.815247e-03  1.700983e-02  1.122704e-02  1.190345e-02  1.651049e-01  2.664455e-02  6.512011e-02  9.203976e-14  1.166472e-10  7.670732e-20  1.558718e-14  2.302615e-24
5.128359e+01  1.013250e+05  2.281241e+03  6.961669e-01  4.310457e-03  1.627620e-02  1.091038e-02  1.136014e-02  1.664905e-01  2.577503e-02  6.611632e-02  8.986488e-14  1.085613e-10  6.235266e-20  1.388214e-14  3.232113e-25
5.166719e+01  1.013250e+05  2.310212e+03  6.974731e-01  3.605671e-03  1.517489e-02  1.037951e-02  1.050892e-02  1.685559e-01  2.440164e-02  6.768039e-02  9.533404e-14  9.636849e-11  5.323815e-20  1.301419e-14  2.372745e-26
5.243437e+01  1.013250e+05  2.345485e+03  6.991659e-01  2.820327e-03  1.377153e-02  9.631786e-03  9.407879e-03  1.710895e-01  2.250878e-02  6.981559e-02  1.045291e-13  8.111854e-11  4.432252e-20  1.194084e-14  1.050019e-27
5.396875e+01  1.013250e+05  2.379805e+03  7.008992e-01  2.147282e-03  1.233432e-02  8.806802e-03  8.292130e-03  1.735487e-01  2.042555e-02  7.214190e-02  1.148549e-13  6.638583e-11  3.596244e-20  1.057931e-14  3.986214e-29
5.703750e+01  1.013250e+05  2.404854e+03  7.022072e-01  1.717146e-03  1.123826e-02  8.150144e-03  7.460698e-03  1.753294e-01  1.875449e-02  7.399289e-02  1.235984e-13  5.603035e-11  2.998172e-20  9.435894e-15  1.979430e-30
6.317500e+01  1.013250e+05  2.417124e+03  7.028608e-01  1.525685e-03  1.068575e-02  7.813502e-03  7.050065e-03  1.761943e-01  1.788716e-02  7.494872e-02  1.283733e-13  5.114792e-11  2.709122e-20  8.844687e-15  1.792581e-31
7.545000e+01  1.013250e+05  2.420684e+03  7.030523e-01  1.472515e-03  1.052335e-02  7.714166e-03  6.930617e-03  1.764438e-01  1.762884e-02  7.523273e-02  1.296123e-13  4.975761e-11  2.621494e-20  8.656204e-15  5.475266e-32
1.000000e+02  1.013250e+05  2.420684e+03  7.030523e-01  1.472515e-03  1.052335e-02  7.714166e-03  6.930617e-03  1.764438e-01  1.762884e-02  7.523273e-02  1.296123e-13  4.975761e-11  2.621494e-20  8.656204e-15  5.475266e-32
