X(mm)  p(Pa)  T(K)  X_H2_  X_H_  X_O2_  X_OH_  X_H2O_  X_CH_  X_CH4_  X_CO_  X_CO2_  X_CH2O_  X_C2H6_  X_N2_  X_C3H8_
5.146680e+01  1.013250e+05  2.066237e+03  9.076632e-03  3.036207e-03  1.309901e-02  6.495510e-03  1.726689e-01  6.637017e-17  6.089783e-16  1.905279e-02  7.347917e-02  6.438737e-11  1.069964e-25  7.014818e-01  2.603653e-34
5.166016e+01  1.013250e+05  2.079700e+03  8.680954e-03  2.737948e-03  1.254201e-02  6.301974e-03  1.736330e-01  5.260864e-17  1.732410e-16  1.844896e-02  7.416582e-02  5.961228e-11  2.738707e-27  7.020172e-01  1.748743e-36
5.204688e+01  1.013250e+05  2.100910e+03  8.025157e-03  2.291222e-03  1.163883e-02  5.963113e-03  1.751657e-01  4.072073e-17  1.141148e-16  1.741484e-02  7.533443e-02  5.213707e-11  3.018656e-29  7.029043e-01  7.890524e-39
5.243359e+01  1.013250e+05  2.117699e+03  7.490702e-03  1.964334e-03  1.090192e-02  5.669377e-03  1.763822e-01  3.299623e-17  8.905153e-17  1.653160e-02  7.632749e-02  4.637029e-11  -3.289171e-30  7.036269e-01  1.972252e-39
5.282031e+01  1.013250e+05  2.131273e+03  7.048218e-03  1.717310e-03  1.029075e-02  5.414657e-03  1.773673e-01  2.750394e-17  7.314600e-17  1.577199e-02  7.717856e-02  4.180314e-11  -3.342106e-30  7.042262e-01  1.940319e-39
5.359375e+01  1.013250e+05  2.150864e+03  6.383772e-03  1.385430e-03  9.381002e-03  5.015402e-03  1.787896e-01  2.048849e-17  5.512513e-17  1.458107e-02  7.850548e-02  3.528882e-11  -2.756900e-30  7.051368e-01  1.896477e-39
5.514062e+01  1.013250e+05  2.174512e+03  5.554757e-03  1.030141e-03  8.240974e-03  4.488831e-03  1.804971e-01  1.350497e-17  3.964596e-17  1.300591e-02  8.024807e-02  2.774966e-11  -2.122146e-30  7.062894e-01  -1.805919e-39
5.668750e+01  1.013250e+05  2.189839e+03  5.011585e-03  8.293955e-04  7.478883e-03  4.125579e-03  1.815983e-01  9.881045e-18  3.253617e-17  1.192161e-02  8.144234e-02  2.319795e-11  -1.780665e-30  7.070472e-01  -1.748566e-39
5.823437e+01  1.013250e+05  2.200349e+03  4.636844e-03  7.050523e-04  6.944899e-03  3.866883e-03  1.823503e-01  7.783400e-18  2.867618e-17  1.114831e-02  8.229167e-02  2.024986e-11  -1.576583e-30  7.075717e-01  -1.703456e-39
5.978125e+01  1.013250e+05  2.207831e+03  4.368917e-03  6.230258e-04  6.558461e-03  3.677966e-03  1.828841e-01  6.473759e-18  2.633507e-17  1.058247e-02  8.291206e-02  1.824369e-11  -1.444965e-30  7.079473e-01  -1.670163e-39
6.287500e+01  1.013250e+05  2.216595e+03  4.051390e-03  5.332213e-04  6.097319e-03  3.450449e-03  1.835067e-01  5.116334e-18  2.392000e-17  9.897527e-03  8.366091e-02  1.598053e-11  -1.302882e-30  7.083949e-01  -1.628089e-39
6.596875e+01  1.013250e+05  2.221926e+03  3.857945e-03  4.822131e-04  5.811622e-03  3.309343e-03  1.838846e-01  4.388346e-18  2.261932e-17  9.472274e-03  8.412520e-02  1.466502e-11  -1.223740e-30  7.086666e-01  -1.602241e-39
6.906250e+01  1.013250e+05  2.225263e+03  3.736640e-03  4.516092e-04  5.629585e-03  3.219672e-03  1.841213e-01  3.968305e-18  2.186456e-17  9.202467e-03  8.441954e-02  1.386543e-11  -1.177211e-30  7.088357e-01  -1.586320e-39
7.215625e+01  1.013250e+05  2.227387e+03  3.659150e-03  4.325835e-04  5.511258e-03  3.161671e-03  1.842723e-01  3.713992e-18  2.140746e-17  9.028810e-03  8.460888e-02  1.336509e-11  -1.149036e-30  7.089423e-01  -1.576605e-39
7.525000e+01  1.013250e+05  2.228760e+03  3.608488e-03  4.203605e-04  5.432778e-03  3.123332e-03  1.843702e-01  3.553256e-18  2.111855e-17  8.914777e-03  8.473305e-02  1.304247e-11  -1.131418e-30  7.090110e-01  -1.570477e-39
1.000000e+02  1.013250e+05  2.228760e+03  3.608488e-03  4.203605e-04  5.432778e-03  3.123332e-03  1.843702e-01  3.553256e-18  2.111855e-17  8.914777e-03  8.473305e-02  1.304247e-11  -1.131418e-30  7.090110e-01  -1.570477e-39
